Child DCN,Child MOSIS ID,RefPersonRelationshipType.Description,RelatedPerson LastName,RelatedPerson FirstName,RelatedPerson MiddleName,RelatedPerson GenerationCode,RelatedPerson BirthDate,RelatedPerson PostalCode,RelatedPerson AddressCountyName,RelatedPerson City,RelatedPerson RefSex.Description,RelatedPerson HispanicLatinoEthnicity,RelatedPerson RefEmploymentStatus.Description,RelatedPerson EmploymentStatusDate
0000002667,002667,Foster Parent,Kent,Thomas,William,,1973-05-27,63297,FRANKLIN,Angelaborough,Male,No,Employed,2021-03-21
0000002668,002668,Aunt,Atkinson,Amanda,,,1988-01-19,64001,MARIES,New Andrea,Female,No,Employed,2022-05-04
0000002668,002668,Adoptive parent,Stone,Shawn,Willie,,2007-05-31,64001,MARIES,New Andrea,Male,No,Part-time,2024-10-26
0000002669,002669,Aunt,Jones,Christina,Margaret,,1990-09-04,63899,WORTH,Mooreberg,Female,Yes,Unemployed,2024-07-20
0000002670,002670,Father,Carter,Anthony,Thomas,,1977-03-23,64096,LINN,Richardville,Male,No,Employed,2021-06-09
0000002670,002670,Stepfather,Carter,Jose,Marcus,,1978-12-06,64096,LINN,Richardville,Male,No,Employed,2024-07-11
0000002671,002671,Aunt,Kaufman,Candace,,,1979-12-20,63340,BATES,Harringtonside,Female,Yes,Employed,2022-08-11
0000002671,002671,Foster Parent,Bell,Jacob,Matthew,,2006-12-11,63340,BATES,Harringtonside,Male,Yes,Employed,2024-12-31
0000002672,002672,Foster mother,Valentine,Susan,,,1987-01-06,65787,STE. GENEVIEVE,Jenniferberg,Female,Yes,Employed,2025-09-22
0000002673,002673,Foster Parent,Roberts,Michael,Russell,,2000-06-11,65580,LINN,Port Desiree,Male,No,Employed,2025-03-28
0000002673,002673,Aunt,Ochoa,Monica,Julia,,1987-06-21,65580,LINN,Port Desiree,Female,Yes,Not in Labor Force,2021-04-10
0000002674,002674,Stepmother,Mitchell,Tammy,Kristin,,1987-03-26,64449,KNOX,Bakerton,Female,Yes,Employed,2025-01-04
0000002674,002674,Foster Parent,Martinez,Patrick,,,1970-05-17,64449,KNOX,Bakerton,Male,No,Employed,2025-01-06
0000002675,002675,Father,Perez,Bryan,John,Sr.,1993-04-23,64119,ST. LOUIS CITY,Staceyburgh,Male,No,Part-time,2023-10-25
0000002676,002676,Mother,Blackburn,Carmen,,,1987-05-11,65743,COLE,Myersburgh,Female,Yes,Employed,2021-08-01
0000002676,002676,Father,Blackburn,Justin,Evan,,1997-07-15,65743,COLE,Myersburgh,Male,Yes,Employed,2025-06-10
0000002677,002677,Father,Nielsen,Ryan,Dan,,1971-04-15,65705,HENRY,East James,Male,Yes,Part-time,2023-08-14
0000002677,002677,Foster Parent,Johnson,Scott,Johnny,,1972-10-25,65705,HENRY,East James,Male,No,Employed,2023-08-29
0000002678,002678,Grandfather,Bender,Billy,Travis,,2004-04-16,63708,BUCHANAN,East Markshire,Male,Yes,Part-time,2022-03-29
0000002678,002678,Foster mother,French,Rebecca,Tracey,,1974-05-26,63708,BUCHANAN,East Markshire,Female,No,Employed,2023-04-30
0000002679,002679,Stepfather,Hall,Benjamin,Christopher,,2004-06-27,65103,SCHUYLER,East Jon,Male,No,Employed,2022-01-05
0000002679,002679,Grandfather,Fitzgerald,Michael,Peter,,1993-04-03,65103,SCHUYLER,East Jon,Male,Yes,Part-time,2022-02-11
0000002680,002680,Stepfather,Santiago,Jason,,,2000-06-10,65078,BOONE,Loganstad,Male,No,Employed,2025-01-07
0000002681,002681,Father,Thomas,Sean,Dylan,,1988-09-02,64689,DAVIESS,Lynchstad,Male,Yes,Part-time,2022-01-26
0000002681,002681,Adoptive parent,Porter,Joshua,Stephen,,1971-03-23,64689,DAVIESS,Lynchstad,Male,Yes,Unemployed,2025-08-18
0000002682,002682,Uncle,Kelly,Sean,,,1996-08-24,65406,ATCHISON,Darleneborough,Male,Yes,Employed,2021-06-12
0000002682,002682,Grandmother,Hart,Deborah,Charlotte,,1972-10-19,65406,ATCHISON,Darleneborough,Female,Yes,Unemployed,2021-12-09
0000002683,002683,Foster father,Wilson,Philip,,,1981-03-28,63154,WORTH,Lisaburgh,Male,Yes,Employed,2025-09-23
0000002683,002683,Uncle,Buck,James,Jason,,1995-04-10,63154,WORTH,Lisaburgh,Male,No,Part-time,2023-09-21
0000002684,002684,Foster Parent,Henry,Alexander,Wesley,,1992-10-31,65381,ADAIR,North David,Male,Yes,Employed,2022-06-27
0000002684,002684,Stepfather,Moran,Lucas,,,1978-05-14,65381,ADAIR,North David,Male,No,Employed,2026-02-12
0000002685,002685,Father,Perkins,Gregory,Daniel,,1985-12-16,63933,HOWARD,North Shawnburgh,Male,No,Employed,2025-08-10
0000002685,002685,Grandmother,Lang,Kimberly,,,1990-04-25,63933,HOWARD,North Shawnburgh,Female,No,Employed,2022-09-02
0000002686,002686,Uncle,Doyle,Matthew,Micheal,,1988-12-14,63032,CASS,Brianchester,Male,Yes,Employed,2024-03-25
0000002686,002686,Grandfather,Garcia,Zachary,,,1981-03-13,63032,CASS,Brianchester,Male,No,Employed,2022-10-15
0000002687,002687,Adoptive parent,Smith,Marcus,,,1997-07-31,64154,MONROE,Port Samanthafort,Male,No,Employed,2022-07-07
0000002687,002687,Grandfather,Wright,Marc,Jeffery,,1989-08-23,64154,MONROE,Port Samanthafort,Male,No,Not in Labor Force,2021-08-11
0000002688,002688,Grandmother,Mayer,Laura,Amanda,,1990-08-29,64660,WARREN,West Brendan,Female,Yes,Employed,2024-12-04
0000002688,002688,Uncle,Drake,Gregory,,,1992-04-09,64660,WARREN,West Brendan,Male,No,Employed,2022-03-24
0000002689,002689,Court appointed guardian,Garcia,David,Timothy,,2001-11-29,64743,BARTON,Moorefort,Male,Yes,Not in Labor Force,2022-12-22
0000002690,002690,Grandmother,Cervantes,Carrie,Jodi,,1993-04-10,64214,MORGAN,West Carol,Female,No,Not in Labor Force,2023-07-11
0000002690,002690,Foster Parent,Morgan,Charles,Vincent,,2000-01-01,64214,MORGAN,West Carol,Male,Yes,Employed,2024-06-13
0000002691,002691,Adoptive parent,Thompson,Frank,Carl,,1993-08-08,63628,AUDRAIN,Jenniferhaven,Male,Yes,Employed,2025-08-18
0000002692,002692,Uncle,Mercado,Robert,Matthew,,1977-03-04,65603,MONTGOMERY,South Ashley,Male,Yes,Not in Labor Force,2023-07-13
0000002692,002692,Stepfather,Wright,Jake,,,2003-08-09,65603,MONTGOMERY,South Ashley,Male,Yes,Not in Labor Force,2024-07-17
0000002693,002693,Court appointed guardian,Edwards,Kelly,Jacob,,1970-08-10,64686,NEW MADRID,North Alyssahaven,Male,No,Employed,2024-07-24
0000002694,002694,Mother,Tran,Jodi,Emily,,1975-03-12,65541,MISSISSIPPI,Lake Sabrinaland,Female,Yes,Employed,2022-05-31
0000002695,002695,Father,Carter,Jeffrey,,,2006-11-22,64634,DADE,Port Crystalbury,Male,Yes,Employed,2021-11-24
0000002695,002695,Stepfather,Carter,Malik,Jeremy,,1988-08-01,64634,DADE,Port Crystalbury,Male,Yes,Employed,2022-02-10
0000002696,002696,Mother,Harvey,Alexandra,Jill,,2004-02-15,64169,BOONE,Heatherburgh,Female,No,Employed,2023-03-11
0000002696,002696,Court appointed guardian,White,Joshua,James,,1998-11-02,64169,BOONE,Heatherburgh,Male,No,Part-time,2024-04-06
0000002697,002697,Stepfather,Rodriguez,Edwin,Lee,,1992-02-18,64428,BARRY,East Gregoryfort,Male,No,Not in Labor Force,2025-06-10
0000002697,002697,Grandfather,Cortez,Andrew,Daniel,,1976-08-11,64428,BARRY,East Gregoryfort,Male,Yes,Employed,2025-12-21
0000002698,002698,Adoptive parent,Patel,Brian,James,,1978-06-03,64960,OZARK,Whitetown,Male,Yes,Unemployed,2021-07-01
0000002699,002699,Father,Bennett,Mark,Randy,,1981-09-12,63098,PETTIS,Sheltonview,Male,No,Employed,2021-04-13
0000002700,002700,Mother,Lee,Michelle,Linda,,2004-11-04,65847,KNOX,Lake Jill,Female,Yes,Employed,2024-03-19
0000002701,002701,Grandmother,Smith,Janet,,,2001-08-25,63275,PHELPS,Scotttown,Female,No,Part-time,2024-11-22
0000002701,002701,Foster father,Pollard,Douglas,Eric,,1980-06-19,63275,PHELPS,Scotttown,Male,No,Employed,2022-01-20
0000002702,002702,Foster mother,Murphy,Beth,Courtney,,1985-06-01,63838,MONITEAU,Alexandermouth,Female,Yes,Employed,2024-09-13
0000002703,002703,Foster father,Cantrell,Chad,Kevin,,2004-06-15,65447,ADAIR,Cannonstad,Male,No,Employed,2021-07-25
0000002703,002703,Stepmother,Austin,Katherine,Elizabeth,,2005-10-27,65447,ADAIR,Cannonstad,Female,No,Employed,2023-09-17
0000002704,002704,Aunt,Sanchez,Jennifer,Jennifer,,1990-09-09,64188,GREENE,Crawfordburgh,Female,Yes,Employed,2021-05-21
0000002704,002704,Foster Parent,Myers,Joshua,,,1971-06-03,64188,GREENE,Crawfordburgh,Male,No,Employed,2021-03-08
0000002705,002705,Grandfather,Perez,Tracy,Ryan,,1995-08-21,65188,COOPER,Robertview,Male,No,Employed,2021-09-05
0000002705,002705,Grandmother,Lee,Jade,,,1986-10-13,65188,COOPER,Robertview,Female,No,Employed,2023-04-08
0000002706,002706,Foster Parent,Beard,Sergio,,,1971-06-05,63477,CALLAWAY,West Ashley,Male,No,Employed,2024-07-10
0000002706,002706,Uncle,Sanders,Dennis,,,2005-04-12,63477,CALLAWAY,West Ashley,Male,No,Employed,2021-07-15
0000002707,002707,Adoptive parent,Griffin,Stephen,,,1992-08-21,63635,MISSISSIPPI,East Lisaberg,Male,Yes,Not in Labor Force,2023-02-21
0000002708,002708,Aunt,Williams,Pamela,Jennifer,,1990-07-03,64807,IRON,Darylmouth,Female,No,Employed,2024-03-14
0000002708,002708,Court appointed guardian,Wagner,John,Zachary,,1982-04-26,64807,IRON,Darylmouth,Male,Yes,Employed,2025-08-05
0000002709,002709,Court appointed guardian,Gamble,Kevin,Melvin,,2005-08-12,64270,LINCOLN,New Louis,Male,Yes,Employed,2025-05-09
0000002710,002710,Adoptive parent,Reid,Jeffery,Jason,,1993-11-11,63042,ADAIR,Barnettberg,Male,No,Unemployed,2022-10-21
0000002711,002711,Stepmother,Phillips,Ashley,Kimberly,,1998-09-08,65782,MADISON,North Ryan,Female,Yes,Employed,2023-09-10
0000002711,002711,Grandfather,Thornton,Jeremy,Mathew,,1977-07-14,65782,MADISON,North Ryan,Male,No,Employed,2022-01-22
0000002712,002712,Foster father,Hicks,John,Jesse,,1982-06-06,64281,NODAWAY,Coltonborough,Male,No,Employed,2022-09-30
0000002713,002713,Stepmother,York,Dominique,,,1988-04-13,63909,OREGON,West Audreybury,Female,Yes,Employed,2024-07-25
0000002713,002713,Foster father,Carrillo,Alexander,Andrew,,2000-05-11,63909,OREGON,West Audreybury,Male,Yes,Part-time,2024-11-04
0000002714,002714,Foster mother,Lee,Kristen,Katie,,1990-09-08,63346,GASCONADE,North Stephanie,Female,No,Part-time,2023-01-08
0000002714,002714,Mother,Miller,Jennifer,Nicole,,1997-06-25,63346,GASCONADE,North Stephanie,Female,Yes,Employed,2025-10-19
0000002715,002715,Foster mother,Parker,Sarah,Michelle,,2007-03-04,63644,JOHNSON,Lake Nathanberg,Female,Yes,Employed,2021-07-05
0000002715,002715,Stepmother,Curry,Samantha,,,1986-05-03,63644,JOHNSON,Lake Nathanberg,Female,No,Unemployed,2021-11-27
0000002716,002716,Mother,Esparza,Jordan,,,2004-11-14,63833,ST. LOUIS,Patriciaville,Female,No,Part-time,2025-10-22
0000002717,002717,Foster Parent,Raymond,Gregory,,,1984-09-14,63687,BENTON,South Kyleport,Male,No,Employed,2023-02-08
0000002717,002717,Father,Murphy,Stephen,Marcus,,1990-08-04,63687,BENTON,South Kyleport,Male,Yes,Employed,2023-11-09
0000002718,002718,Uncle,Benitez,Rodney,Calvin,,1992-06-30,64710,CALDWELL,Thompsonhaven,Male,No,Employed,2021-04-15
0000002719,002719,Grandfather,Allen,Justin,David,,1974-01-11,63431,WRIGHT,Sanchezmouth,Male,Yes,Employed,2024-10-01
0000002719,002719,Foster father,Howe,Randy,Timothy,,1971-08-23,63431,WRIGHT,Sanchezmouth,Male,No,Employed,2026-01-13
0000002720,002720,Uncle,Maxwell,James,Eric,,2002-11-30,64639,WASHINGTON,Sonyafurt,Male,No,Employed,2022-05-08
0000002720,002720,Foster mother,Ryan,Frances,Melissa,,1989-09-26,64639,WASHINGTON,Sonyafurt,Female,Yes,Part-time,2022-03-01
0000002721,002721,Foster Parent,Davis,Robert,Darrell,,1992-04-01,64718,ATCHISON,East Kenneth,Male,Yes,Unemployed,2024-05-30
0000002722,002722,Stepfather,Graham,Hunter,Dustin,,1982-06-30,64192,RANDOLPH,East Charles,Male,Yes,Employed,2024-01-17
0000002722,002722,Adoptive parent,Ali,Christopher,Robert,Jr.,1976-10-05,64192,RANDOLPH,East Charles,Male,Yes,Employed,2021-03-12
0000002723,002723,Stepfather,Mitchell,Timothy,James,,1986-09-05,65304,CAMDEN,Amandaville,Male,No,Employed,2022-03-12
0000002724,002724,Grandmother,Wolfe,Kathryn,Joan,,1973-06-27,65240,LAFAYETTE,North Thomasmouth,Female,No,Employed,2023-12-29
0000002724,002724,Uncle,Cantu,Alex,Ryan,,1970-02-28,65240,LAFAYETTE,North Thomasmouth,Male,No,Unemployed,2021-04-02
0000002725,002725,Adoptive parent,Ross,Steven,Paul,,2002-06-03,64308,ST. CHARLES,Barbarahaven,Male,Yes,Employed,2023-06-28
0000002725,002725,Grandmother,Robbins,Alexis,,,2001-07-04,64308,ST. CHARLES,Barbarahaven,Female,Yes,Employed,2025-02-19
0000002726,002726,Mother,Rodriguez,Elizabeth,Lori,,1996-11-30,63559,HICKORY,North Jeffreychester,Female,Yes,Not in Labor Force,2025-08-15
0000002726,002726,Foster mother,Ashley,Jenna,Valerie,,1996-07-22,63559,HICKORY,North Jeffreychester,Female,Yes,Employed,2025-01-17
0000002727,002727,Court appointed guardian,Oconnor,Gregory,Charles,,1999-02-26,64231,CASS,North Adamborough,Male,Yes,Not in Labor Force,2025-10-29
0000002728,002728,Court appointed guardian,Brown,Christopher,,,1973-05-22,63760,HARRISON,North Marcton,Male,Yes,Employed,2021-10-27
0000002728,002728,Grandfather,Frye,Shawn,Bruce,,1984-02-27,63760,HARRISON,North Marcton,Male,No,Employed,2023-06-10
0000002729,002729,Court appointed guardian,Moore,William,William,,1988-06-09,65731,RANDOLPH,New Jennifer,Male,Yes,Unemployed,2025-12-14
0000002729,002729,Foster Parent,Foster,John,James,,1974-07-29,65731,RANDOLPH,New Jennifer,Male,No,Unemployed,2021-12-28
0000002730,002730,Adoptive parent,Lee,Chad,Paul,,1990-04-26,64081,BARRY,Kirbyburgh,Male,No,Employed,2021-09-13
0000002730,002730,Grandfather,Wells,Michael,Phillip,,1996-01-29,64081,BARRY,Kirbyburgh,Male,Yes,Employed,2021-09-25
0000002731,002731,Aunt,Hardin,Julia,,,1981-04-26,64457,STE. GENEVIEVE,Fergusonchester,Female,No,Employed,2023-02-19
0000002731,002731,Father,Brown,Joshua,,,1981-05-28,64457,STE. GENEVIEVE,Fergusonchester,Male,Yes,Employed,2023-12-14
0000002732,002732,Foster mother,Freeman,Jaime,Laura,,1982-06-13,63881,PUTNAM,East Megan,Female,Yes,Employed,2023-06-08
0000002733,002733,Court appointed guardian,Ellison,Peter,,,1973-10-09,65573,WEBSTER,Nunezborough,Male,Yes,Employed,2021-10-25
0000002734,002734,Adoptive parent,Flores,Daniel,Brian,,1996-02-04,64057,SCOTLAND,New Matthewville,Male,No,Employed,2022-07-09
0000002735,002735,Father,Brady,Jonathan,Christopher,,2001-12-18,64330,CLINTON,Thompsonmouth,Male,No,Unemployed,2022-08-03
0000002735,002735,Foster mother,Franco,Margaret,,,2006-11-21,64330,CLINTON,Thompsonmouth,Female,Yes,Employed,2022-04-06
0000002736,002736,Father,Waters,Gregory,,,1981-06-27,63722,MONITEAU,North Jameshaven,Male,No,Employed,2023-01-20
0000002736,002736,Court appointed guardian,Neal,Justin,Norman,,1990-03-25,63722,MONITEAU,North Jameshaven,Male,No,Employed,2024-01-17
0000002737,002737,Aunt,Lynch,Chelsea,Tiffany,,1987-05-28,64438,CALDWELL,Lake Amberhaven,Female,Yes,Employed,2025-07-08
0000002737,002737,Mother,Lynch,Cheryl,,,1994-10-09,64438,CALDWELL,Lake Amberhaven,Female,No,Employed,2023-05-20
0000002738,002738,Foster father,Fox,James,Christopher,Sr.,1996-08-05,65193,SCOTLAND,Mclaughlinland,Male,No,Unemployed,2025-11-07
0000002738,002738,Aunt,Eaton,Paula,Jennifer,,1984-01-29,65193,SCOTLAND,Mclaughlinland,Female,Yes,Employed,2022-12-08
0000002739,002739,Grandfather,Thomas,Melvin,Alan,,1995-02-24,64299,MORGAN,South Stephaniefort,Male,No,Not in Labor Force,2024-07-05
0000002739,002739,Uncle,Glass,Keith,Brad,,1992-08-27,64299,MORGAN,South Stephaniefort,Male,Yes,Employed,2024-02-08
0000002740,002740,Mother,Williams,Betty,Cheryl,,2004-05-22,63137,MARIES,Margaretburgh,Female,Yes,Employed,2024-01-15
0000002740,002740,Foster Parent,Smith,David,,,1999-07-23,63137,MARIES,Margaretburgh,Male,No,Unemployed,2023-02-04
0000002741,002741,Mother,Garcia,Denise,Monica,,1972-05-13,63212,BOLLINGER,Johnland,Female,Yes,Unemployed,2025-02-11
0000002741,002741,Father,Garcia,Marcus,Dylan,,1979-11-22,63212,BOLLINGER,Johnland,Male,No,Employed,2024-07-18
0000002742,002742,Foster father,Edwards,Kevin,Brett,,1999-06-10,65525,SCOTLAND,Hullville,Male,Yes,Employed,2021-07-04
0000002742,002742,Foster mother,Bowman,Breanna,,,1977-12-09,65525,SCOTLAND,Hullville,Female,No,Part-time,2023-11-19
0000002743,002743,Aunt,Welch,Karen,,,1972-12-03,63747,CRAWFORD,New Heather,Female,No,Unemployed,2025-05-05
0000002744,002744,Mother,Smith,Madison,Alison,,1981-02-06,64244,CLARK,Lake Peter,Female,Yes,Employed,2021-10-24
0000002745,002745,Father,Cruz,Charles,Thomas,,2000-09-22,64913,MERCER,New Molly,Male,No,Employed,2021-03-09
0000002745,002745,Foster Parent,Franklin,Dustin,Joshua,,1983-08-06,64913,MERCER,New Molly,Male,No,Employed,2021-07-23
0000002746,002746,Grandmother,Fox,Stephanie,,,1991-02-07,64161,ST. FRANCOIS,West Mark,Female,Yes,Employed,2022-09-22
0000002746,002746,Foster Parent,Rivera,Christopher,Michael,,1986-08-17,64161,ST. FRANCOIS,West Mark,Male,No,Employed,2024-09-05
0000002747,002747,Foster Parent,Martin,James,Charles,,1972-04-02,65492,CLINTON,Rojasberg,Male,No,Unemployed,2024-11-20
0000002747,002747,Stepmother,Smith,Erica,Deborah,,2000-10-18,65492,CLINTON,Rojasberg,Female,Yes,Employed,2023-06-16
0000002748,002748,Father,Burton,Alan,Victor,,1984-09-13,63787,IRON,Port Christina,Male,Yes,Employed,2022-03-25
0000002748,002748,Grandmother,Harvey,Monique,,,1996-09-05,63787,IRON,Port Christina,Female,Yes,Employed,2025-03-13
0000002749,002749,Uncle,Johnson,Jason,Kenneth,,2007-10-02,64050,JASPER,Andrewsfurt,Male,No,Part-time,2025-04-28
0000002749,002749,Stepfather,Torres,David,Jose,,1988-11-14,64050,JASPER,Andrewsfurt,Male,Yes,Not in Labor Force,2024-09-24
0000002750,002750,Stepmother,Tran,Felicia,,,1990-01-31,64032,HENRY,Parkerfort,Female,Yes,Employed,2025-01-16
0000002750,002750,Aunt,Chandler,Paula,,,2006-02-21,64032,HENRY,Parkerfort,Female,No,Employed,2024-04-26
0000002751,002751,Aunt,Mcclure,Laura,Stacey,,1973-04-18,65546,JASPER,Hillhaven,Female,No,Employed,2025-07-16
0000002752,002752,Court appointed guardian,Brown,Mark,,,1987-10-24,64395,GRUNDY,Danielmouth,Male,No,Employed,2021-04-09
0000002752,002752,Stepmother,Gordon,Elizabeth,Christie,,1970-06-08,64395,GRUNDY,Danielmouth,Female,Yes,Unemployed,2025-11-26
0000002753,002753,Adoptive parent,Murray,James,,,1979-08-10,64790,MACON,South Jessica,Male,Yes,Unemployed,2022-01-02
0000002753,002753,Court appointed guardian,Payne,Grant,,,1987-08-21,64790,MACON,South Jessica,Male,No,Employed,2024-10-21
0000002754,002754,Uncle,Horton,Daniel,David,,1985-02-25,65038,SCOTLAND,West Kellytown,Male,Yes,Employed,2025-02-21
0000002754,002754,Foster Parent,Coleman,Sean,George,,1999-12-17,65038,SCOTLAND,West Kellytown,Male,Yes,Employed,2022-09-04
0000002755,002755,Father,Bowman,Daniel,David,,1998-07-11,64707,STODDARD,Liumouth,Male,No,Employed,2024-11-09
0000002755,002755,Foster father,Smith,Steven,David,,1980-01-15,64707,STODDARD,Liumouth,Male,No,Unemployed,2025-11-25
0000002756,002756,Mother,Johnson,Dawn,Karen,Sr.,2005-05-25,64331,STE. GENEVIEVE,Taylormouth,Female,Yes,Employed,2025-11-25
0000002756,002756,Foster father,Brown,David,,,1993-01-15,64331,STE. GENEVIEVE,Taylormouth,Male,No,Part-time,2022-10-15
0000002757,002757,Stepmother,Winters,Elizabeth,Stephanie,,1990-09-24,65889,BENTON,Port Amyview,Female,Yes,Not in Labor Force,2024-08-19
0000002757,002757,Adoptive parent,Garcia,Antonio,Kevin,,1971-10-25,65889,BENTON,Port Amyview,Male,No,Unemployed,2025-08-31
0000002758,002758,Uncle,Campos,Michael,Alejandro,,1978-05-19,63668,CARTER,New Natalieshire,Male,No,Employed,2021-05-02
0000002758,002758,Grandmother,Brown,Pamela,Lauren,,1992-03-25,63668,CARTER,New Natalieshire,Female,Yes,Employed,2025-08-19
0000002759,002759,Mother,Rivera,Dana,Dawn,,1995-05-17,65165,JACKSON,Elizabethside,Female,Yes,Part-time,2025-05-08
0000002759,002759,Stepfather,Rivera,Michael,Anthony,,1990-04-05,65165,JACKSON,Elizabethside,Male,No,Employed,2023-07-24
0000002760,002760,Aunt,Estrada,Tina,Kathy,,1985-01-23,64675,CAPE GIRARDEAU,New Michaelbury,Female,No,Employed,2022-10-17
0000002760,002760,Uncle,Moore,Michael,,,1983-07-08,64675,CAPE GIRARDEAU,New Michaelbury,Male,Yes,Unemployed,2025-05-28
0000002761,002761,Grandmother,Mcdonald,Jessica,Kelly,,1984-01-27,65030,GREENE,North Aaronton,Female,Yes,Employed,2023-05-01
0000002761,002761,Foster father,Novak,Randy,Edward,,1992-03-31,65030,GREENE,North Aaronton,Male,No,Employed,2023-08-18
0000002762,002762,Foster mother,Miller,Gloria,,,1978-02-22,64712,MILLER,Deannatown,Female,Yes,Part-time,2025-03-05
0000002763,002763,Foster father,Alexander,Carlos,Jason,,1993-04-30,65166,LAFAYETTE,Katrinaborough,Male,No,Employed,2021-11-04
0000002764,002764,Grandfather,Davis,Cody,Ryan,,1984-10-19,64903,CALDWELL,Ryanshire,Male,No,Unemployed,2024-03-22
0000002764,002764,Foster father,Hicks,Steven,Christopher,,1974-01-16,64903,CALDWELL,Ryanshire,Male,Yes,Unemployed,2022-07-12
0000002765,002765,Foster mother,Jones,Kimberly,,,1981-02-02,65063,DEKALB,New Thomaschester,Female,Yes,Unemployed,2024-11-21
0000002765,002765,Court appointed guardian,Beck,Nicholas,Michael,,1987-07-04,65063,DEKALB,New Thomaschester,Male,Yes,Employed,2023-08-26
0000002766,002766,Uncle,King,Marcus,Bryan,,1981-03-04,64352,SCOTT,South Nathan,Male,Yes,Part-time,2022-05-20
0000002767,002767,Court appointed guardian,Brooks,James,Vincent,,1998-10-28,64821,DUNKLIN,Davidton,Male,Yes,Unemployed,2026-02-17
0000002767,002767,Foster Parent,Morgan,Thomas,,,1983-07-03,64821,DUNKLIN,Davidton,Male,No,Part-time,2022-03-31
0000002768,002768,Adoptive parent,Durham,John,Mark,,2007-07-02,65710,HOWELL,Cardenasstad,Male,Yes,Employed,2024-05-28
0000002769,002769,Foster father,Love,Daniel,Shane,,1986-08-31,63803,OSAGE,North Mario,Male,No,Employed,2026-01-15
0000002769,002769,Foster Parent,Thomas,Henry,,,2003-09-09,63803,OSAGE,North Mario,Male,No,Employed,2023-04-24
0000002770,002770,Stepmother,Brennan,Heather,Tammy,,1994-01-28,65338,LAWRENCE,West Sarah,Female,Yes,Unemployed,2023-02-05
0000002770,002770,Mother,Brennan,Tracy,Lisa,,2007-09-08,65338,LAWRENCE,West Sarah,Female,Yes,Unemployed,2022-11-18
0000002771,002771,Aunt,Burns,Mallory,Kristen,,1994-04-20,64092,MONROE,West Joeport,Female,Yes,Employed,2024-05-10
0000002772,002772,Uncle,Mullins,Micheal,,,2005-05-17,64770,DADE,Torresport,Male,No,Employed,2026-02-26
0000002773,002773,Foster mother,Caldwell,Tara,Tamara,,1995-11-10,65727,CARROLL,Georgebury,Female,Yes,Unemployed,2025-07-16
