Child DCN,Child MOSIS ID,LastName,FirstName,MiddleName,GenerationCode,BirthDate,PostalCode,AddressCountyName,City,ResponsibleOrganizationIdentifier,RefSex.Description,RefRace.Description,HispanicLatinoEthnicity,FosterCareStartDate,FosterCareEndDate,ChildAbuseNeglect,RefLanguage.Description,HomelessnessStatus,MigrantStatus,RefParentMaritalStatus.Description,FamilyMemberIncarcerated,FamilyMemberSubstanceUseAbuse,LossOfParent,PercentOfFederalPovertyLevel,FamilyIncome,NumberOfPeopleInFamily,HouseholdMemberDepressedOrMentallyIll,WeightAtBirth,WeeksOfGestation,num_participation_episodes,total_attendance_days,num_enrollment_gaps,max_gap_days,has_gap_over_6mo,avg_attendance_days,num_screenings_completed,screening_completion_rate,num_immunizations,immunization_compliance_rate,missed_screening,has_disability,has_outcomes_data,avg_cos_rating,low_outcomes,homelessness_flag,migrant_flag,abuse_flag,incarcerated_flag,substance_flag,depression_flag,loss_parent_flag,in_foster_care,deep_poverty,num_household_stressors,stability_score,engagement_score,developmental_score,context_score,composite_risk_score,risk_tier,programs_enrolled,total_enrollments
2482,2482,Johnson,Ashley,Penny,,2018-06-07,65552,CHARITON,East Andrew,21721,Not selected,White,No,,,False,Russian,True,False,Separated,False,False,False,374,99594,7,False,4222,36,1,182,0,0,False,182.0,6,1.0,20,1.0,False,False,True,5.75,False,True,False,False,False,False,False,False,True,False,0,0,0.0,0,45,9.0,Low,Childcare Subsidy,1
2483,2483,Miles,Jeffrey,,,2019-12-18,64482,CALDWELL,Shawnhaven,13776,Male,White,No,,,False,English,False,False,Single,False,False,False,175,46471,7,False,4252,40,2,180,0,0,False,90.0,5,0.8333333333333334,17,1.0,False,False,True,3.0,True,False,False,False,False,False,False,False,True,False,0,0,5.833333333333332,35,20,14.208333333333332,Low,"Home Visiting, Child Care",2
2484,2484,Lopez,Ronald,,,2021-07-22,63314,COLE,West Tiffanyside,26612,Male,White,No,,,False,English,False,False,Separated,False,False,False,17,7035,7,True,3889,39,1,65,0,0,False,65.0,3,0.5,13,1.0,True,True,True,1.5,True,False,False,False,False,False,True,False,True,True,1,20,57.5,75,50,49.125,High,Child Care,1
2485,2485,Duncan,Philip,William,,2021-03-07,65712,OREGON,North Kristen,75280,Male,White,No,,,False,English,False,False,Single,False,False,False,171,77477,2,False,4135,37,2,300,1,65,False,150.0,6,1.0,20,1.0,False,False,True,5.25,False,False,False,False,False,False,False,False,True,False,0,15,0.0,0,20,8.5,Low,"Early Head Start, Child Care",2
2486,2486,Wilson,Kayla,Valerie,,2021-12-17,64986,AUDRAIN,Bryantland,4205,Female,White,No,,,False,English,False,False,Divorced,False,False,False,245,80733,2,False,2794,41,1,46,0,0,False,46.0,5,0.8333333333333334,21,1.0,False,True,True,2.75,True,False,False,False,False,False,False,False,True,False,0,20,45.83333333333333,75,20,40.20833333333333,High,First Steps,1
2487,2487,Phillips,Chad,,,2021-09-17,64379,WARREN,Port Charles,110543,Male,White,No,,,False,English,False,False,Separated,False,False,False,183,59922,3,False,4331,37,4,370,0,0,False,92.5,6,1.0,20,1.0,False,False,True,6.0,False,False,False,False,False,False,False,False,True,False,0,15,0.0,0,20,8.5,Low,"Early Head Start, Home Visiting, State Pre-K",4
2488,2488,Thomas,Rebecca,Maria,,2021-06-25,63619,PIKE,New Jenniferfurt,82366,Female,White,No,,,False,Spanish,False,False,Separated,False,False,False,157,80484,7,False,2705,40,1,150,0,0,False,150.0,5,0.8333333333333334,20,1.0,False,True,True,4.0,False,False,False,False,False,False,False,False,True,False,0,0,5.833333333333332,40,20,15.458333333333332,Low,Childcare Subsidy,1
2489,2489,Thompson,Ryan,,III,2020-07-14,65272,SCOTLAND,New Sherry,94487,Not selected,White,No,,,False,English,False,False,Single,False,False,False,164,47095,7,False,3629,39,2,155,1,114,False,77.5,3,0.5,16,1.0,True,False,True,4.75,False,False,False,False,False,False,False,False,True,False,0,15,57.5,0,20,22.875,Low,"Early Intervention, Childcare Subsidy",2
2490,2490,Shepherd,Laurie,Joann,,2021-07-14,65615,RALLS,Jenniferstad,87993,Female,White,No,,,False,English,False,False,Married,False,False,False,166,42881,5,False,3276,38,1,157,0,0,False,157.0,4,0.6666666666666666,17,1.0,False,False,True,3.5,True,False,False,False,False,False,False,False,True,False,0,0,11.666666666666668,35,20,15.666666666666668,Low,Childcare Subsidy,1
2491,2491,Morrow,Carlos,,,2021-11-18,64482,DEKALB,Erinstad,32949,Male,White,No,,,False,English,False,False,Married,False,False,False,169,60370,3,False,2636,42,1,43,0,0,False,43.0,6,1.0,21,1.0,False,False,True,5.0,False,False,False,False,False,False,False,False,True,False,0,20,40.0,0,20,20.0,Low,First Steps,1
2492,2492,Flores,Sandy,,,2018-06-26,63178,WORTH,North Megan,114827,Female,White,No,,,False,English,False,False,Divorced,False,False,False,118,26254,4,False,1999,30,1,81,0,0,False,81.0,5,0.8333333333333334,13,1.0,False,False,True,4.0,False,False,False,False,False,False,False,False,True,False,0,20,5.833333333333332,0,20,11.458333333333332,Low,Early Head Start,1
2493,2493,Rivas,Megan,Michael,,2020-01-28,63660,TANEY,Lake Brandonfurt,107498,Not selected,American Indian or Alaska Native,No,,,False,English,False,False,Single,False,False,False,286,69003,3,False,3803,41,2,135,0,0,False,67.5,4,0.6666666666666666,21,1.0,False,False,True,4.875,False,False,False,False,False,False,False,False,True,False,0,0,51.66666666666667,0,20,16.916666666666668,Low,"First Steps, Head Start",2
2494,2494,Hill,Janet,Matthew,,2018-11-28,64307,KNOX,South Georgeberg,52891,Not selected,White,No,,,False,English,False,False,Single,False,True,False,119,25383,2,False,4071,37,1,40,0,0,False,40.0,3,0.5,17,1.0,True,False,True,4.0,False,False,False,False,False,True,False,False,True,False,1,20,57.5,0,25,25.375,Moderate,Early Intervention,1
2495,2495,Gordon,Sean,William,,2020-05-12,63983,KNOX,Paigeview,52685,Male,White,No,,,False,English,False,False,Divorced,False,False,False,232,99482,3,False,3510,34,1,184,0,0,False,184.0,5,0.8333333333333334,22,1.0,False,False,True,6.0,False,False,False,False,False,False,False,False,True,False,0,0,5.833333333333332,0,20,5.458333333333333,Low,Early Head Start,1
2496,2496,Dougherty,Brandon,Joseph,,2018-11-16,63177,MONROE,East Haley,69248,Male,White,No,,,False,English,False,False,Divorced,False,False,False,264,91834,6,False,2393,39,1,181,0,0,False,181.0,6,1.0,20,1.0,False,False,True,4.5,False,False,False,False,False,False,False,False,True,False,0,0,0.0,0,20,4.0,Low,Child Care,1
2497,2497,Barnes,John,Derek,,2019-05-09,63178,PETTIS,Davidside,80192,Not selected,White,No,,,False,English,False,False,Married,False,False,False,156,41495,7,False,3206,42,1,35,0,0,False,35.0,3,0.5,19,1.0,True,False,True,3.0,True,False,False,False,False,False,False,False,True,False,0,20,57.5,35,20,33.125,Moderate,First Steps,1
2498,2498,Brooks,Laura,,,2018-09-21,65384,ANDREW,Jonesstad,2661,Not selected,White,No,,,True,English,True,False,Separated,False,False,False,53,18538,6,False,2563,39,1,39,0,0,False,39.0,2,0.3333333333333333,15,1.0,True,False,True,3.0,True,True,False,True,False,False,False,False,True,True,0,20,63.333333333333336,35,85,47.583333333333336,High,Early Intervention,1
2499,2499,Brown,Margaret,Nicole,,2019-03-24,64236,KNOX,New Nathantown,52600,Female,White,No,,,False,English,False,False,Divorced,False,False,False,90,40824,7,False,3496,42,3,203,0,0,False,67.66666666666667,4,0.6666666666666666,15,1.0,False,False,True,3.25,True,False,False,False,False,False,False,False,True,True,0,0,51.66666666666667,35,45,30.666666666666668,Moderate,"Early Intervention, Home Visiting, Childcare Subsidy",3
2500,2500,Rodriguez,Sarah,Stacey,,2020-10-04,65741,ATCHISON,West Jacobland,3752,Female,White,Yes,,,False,English,False,False,Single,True,False,False,7,12874,2,False,2119,40,1,68,0,0,False,68.0,2,0.3333333333333333,14,1.0,True,False,True,3.5,True,False,False,False,True,False,False,False,True,True,1,20,63.333333333333336,35,50,40.583333333333336,High,Early Head Start,1
2501,2501,Arroyo,Bradley,Michael,,2021-08-12,65760,ST. FRANCOIS,Brownshire,100675,Not selected,White,No,,,False,English,False,False,Single,False,False,False,308,74213,7,False,2558,37,1,12,0,0,False,12.0,5,0.8333333333333334,20,1.0,False,False,True,5.25,False,False,False,False,False,False,False,False,True,False,0,20,45.83333333333333,0,20,21.458333333333332,Low,First Steps,1
2502,2502,Pacheco,Amanda,Julia,,2021-02-05,63576,BOLLINGER,Erintown,9867,Female,White,No,,,False,English,False,False,Married,False,False,False,57,25735,5,False,3087,40,2,126,1,98,False,63.0,4,0.6666666666666666,19,1.0,False,True,True,4.25,False,False,False,False,False,False,False,False,True,True,0,15,51.66666666666667,40,45,36.41666666666667,High,"Home Visiting, Early Head Start",2
2503,2503,Travis,Dawn,Mercedes,,2020-02-07,65627,ATCHISON,New Audreyport,3282,Female,White,No,,,False,English,False,False,Divorced,True,False,False,59,46825,4,False,2754,37,3,240,0,0,False,80.0,6,1.0,22,1.0,False,False,True,3.5,True,False,False,False,True,False,False,False,True,True,1,0,0.0,35,50,18.75,Low,"Home Visiting, Child Care, Childcare Subsidy",3
2504,2504,Cochran,Erin,Eileen,Jr.,2019-10-02,64600,COLE,Port Ashley,26649,Female,White,No,,,False,English,False,False,Separated,False,False,False,328,58789,6,False,3191,38,3,323,2,97,False,107.66666666666667,5,0.8333333333333334,22,1.0,False,False,True,4.625,False,False,False,False,False,False,False,False,True,False,0,30,5.833333333333332,0,20,14.458333333333332,Low,"Early Intervention, Early Head Start, Child Care",3
2505,2505,Berry,Kevin,,,2019-09-11,63920,CLAY,Cooperview,24082,Male,Black or African American,No,,,False,English,False,False,Separated,False,False,False,298,90321,2,False,4118,42,1,193,0,0,False,193.0,6,1.0,20,1.0,False,False,True,6.0,False,False,False,False,False,False,False,False,True,False,0,0,0.0,0,20,4.0,Low,Early Head Start,1
2506,2506,Huff,John,Brian,,2018-07-22,63683,DEKALB,New Laurahaven,32927,Male,White,No,,,False,English,False,False,Married,False,False,False,76,21776,6,False,4339,37,1,115,0,0,False,115.0,2,0.3333333333333333,17,1.0,True,False,True,1.5,True,False,False,False,False,False,False,False,True,True,0,0,23.333333333333336,35,45,23.583333333333336,Low,Early Head Start,1
2507,2507,Harris,Vanessa,,,2021-07-27,63415,BATES,Lisaland,7546,Female,White,No,,,False,English,False,False,Separated,False,False,False,363,84223,6,False,4406,28,3,241,0,0,False,80.33333333333333,6,1.0,21,1.0,False,False,True,4.25,False,False,False,False,False,False,False,False,True,False,0,0,0.0,0,20,4.0,Low,"Home Visiting, State Pre-K, Early Head Start",3
2508,2508,Johnson,Randy,Raymond,,2021-09-26,65352,CALLAWAY,Brandonstad,14475,Male,White,No,,,False,English,False,False,Divorced,False,False,False,275,54850,7,False,3184,40,3,371,2,106,False,123.66666666666667,5,0.8333333333333334,22,1.0,False,False,True,5.75,False,False,False,False,False,False,False,False,True,False,0,30,5.833333333333332,0,20,14.458333333333332,Low,"Child Care, Childcare Subsidy",3
2509,2509,Powell,Matthew,,,2020-04-09,63281,LACLEDE,North Taylor,53466,Male,White,No,,,False,English,False,False,Divorced,False,False,False,368,82110,6,False,3333,41,3,253,0,0,False,84.33333333333333,5,0.8333333333333334,22,1.0,False,False,True,3.25,True,False,False,False,False,False,False,False,True,False,0,0,5.833333333333332,35,20,14.208333333333332,Low,"Early Intervention, Head Start",3
2510,2510,Chandler,Tara,Kristen,,2020-12-06,63211,DAVIESS,Scottbury,31958,Not selected,White,No,,,False,English,True,False,Divorced,False,False,False,90,49650,2,False,3596,39,4,418,0,0,False,104.5,3,0.5,18,1.0,True,False,True,4.25,False,True,False,False,False,False,False,False,True,True,0,15,17.5,0,70,22.875,Low,"Child Care, Childcare Subsidy",4
2511,2511,Brown,Thomas,Jason,,2018-02-27,64814,DALLAS,Tiffanychester,30565,Male,White,No,,,False,English,False,False,Separated,False,False,False,171,49205,6,False,3356,39,1,104,0,0,False,104.0,2,0.3333333333333333,15,1.0,True,False,True,4.25,False,False,False,False,False,False,False,False,True,False,0,0,23.333333333333336,0,20,9.833333333333334,Low,Early Head Start,1
2512,2512,Kelley,Ruben,James,Sr.,2021-08-22,64986,CEDAR,Patriciaside,20175,Not selected,White,No,,,False,English,False,False,Divorced,False,False,False,198,67562,3,False,3779,41,2,133,0,0,False,66.5,6,1.0,22,1.0,False,False,True,4.5,False,False,False,False,False,False,False,False,True,False,0,0,40.0,0,20,14.0,Low,"Childcare Subsidy, First Steps",2
2513,2513,Stewart,Joshua,Walter,,2020-09-14,63107,MISSISSIPPI,South Samantha,67466,Male,American Indian or Alaska Native,No,,,False,English,False,False,Single,False,False,False,92,21896,3,False,3568,42,2,132,0,0,False,66.0,5,0.8333333333333334,20,1.0,False,False,True,4.5,False,False,False,False,False,False,False,False,True,True,0,0,45.83333333333333,0,45,20.458333333333332,Low,"Early Intervention, Head Start",2
2514,2514,Sullivan,Lydia,Sarah,,2019-06-24,63787,CLARK,New Brandon,23913,Female,Black or African American,No,,,False,Spanish,False,True,Divorced,False,False,False,209,70621,4,False,2630,42,2,117,0,0,False,58.5,6,1.0,20,1.0,False,False,True,5.25,False,False,True,False,False,False,False,False,True,False,0,0,40.0,0,20,14.0,Low,"Home Visiting, Head Start",2
2515,2515,Hill,Jill,Jill,,2018-12-26,63758,MONITEAU,South Michaelmouth,68421,Female,White,No,,,False,English,False,False,Single,False,False,False,140,31940,4,True,4237,38,3,225,0,0,False,75.0,4,0.6666666666666666,16,1.0,False,False,True,3.0,True,False,False,False,False,False,True,False,True,False,1,0,51.66666666666667,35,25,26.666666666666668,Moderate,"Early Head Start, Home Visiting, Head Start",3
2516,2516,Harris,Michael,Randy,,2021-02-09,63400,PETTIS,Lake Makayla,80696,Not selected,Race and Ethnicity Unknown,No,,,False,English,False,False,Single,False,True,False,114,29030,6,False,4265,39,2,40,0,0,False,20.0,6,1.0,18,1.0,False,False,True,1.75,True,False,False,False,False,True,False,False,True,False,1,20,40.0,35,25,29.75,Moderate,"Early Intervention, First Steps",2
2517,2517,Cannon,Joshua,Gary,,2019-08-26,63610,CLINTON,North Trevorport,25281,Male,White,No,,,False,English,True,False,Divorced,False,False,False,94,19128,7,True,3140,37,1,10,0,0,False,10.0,3,0.5,8,0.6666666666666666,True,True,True,2.75,True,True,False,False,False,False,True,False,True,True,1,20,65.83333333333334,75,75,56.208333333333336,High,Home Visiting,1
2518,2518,Preston,Elizabeth,Carol,,2019-11-08,63252,BENTON,North Wendymouth,8898,Not selected,Black or African American,No,,,False,English,False,False,Divorced,False,False,False,336,62053,2,False,2512,41,2,223,0,0,False,111.5,6,1.0,19,1.0,False,False,True,5.25,False,False,False,False,False,False,False,False,True,False,0,0,0.0,0,20,4.0,Low,"Child Care, State Pre-K",2
2519,2519,Andersen,Todd,Brandon,,2021-01-22,65494,WASHINGTON,East Markport,111229,Male,Black or African American,No,,,False,English,False,False,Single,False,False,False,168,33572,3,False,2741,42,5,405,0,0,False,81.0,5,0.8333333333333334,19,1.0,False,True,True,3.75,True,False,False,False,False,False,False,False,True,False,0,15,5.833333333333332,75,20,28.708333333333332,Moderate,"Home Visiting, Early Intervention, Child Care, State Pre-K, Early Head Start",5
2520,2520,Mcdaniel,Sean,Paul,,2019-02-21,63227,STE. GENEVIEVE,East Cynthia,103415,Not selected,White,Yes,,,False,Spanish,False,False,Single,False,False,False,22,17463,3,False,2698,37,1,10,0,0,False,10.0,5,0.8333333333333334,11,0.9166666666666666,False,False,True,2.5,True,False,False,False,False,False,False,False,True,True,0,20,47.916666666666664,35,45,35.729166666666664,High,Home Visiting,1
2521,2521,Edwards,Christine,Samantha,,2019-06-10,64191,LACLEDE,Hollyland,53320,Not selected,White,No,,,False,English,False,False,Separated,False,False,False,373,93859,6,False,3955,37,1,7,0,0,False,7.0,6,1.0,21,1.0,False,False,True,6.0,False,False,False,False,False,False,False,False,True,False,0,20,40.0,0,20,20.0,Low,Home Visiting,1
2522,2522,Estrada,Whitney,Patricia,,2021-01-28,63137,GREENE,South Rachel,39482,Not selected,White,No,,,False,English,False,False,Divorced,False,False,False,61,44839,6,False,4135,39,2,184,1,49,False,92.0,5,0.8333333333333334,20,1.0,False,False,True,3.25,True,False,False,False,False,False,False,False,True,True,0,15,5.833333333333332,35,45,23.708333333333332,Low,"First Steps, Childcare Subsidy",2
2523,2523,Hayden,Stephanie,Heather,,2020-12-06,64317,MARION,East Michelleton,64720,Female,White,No,,,False,English,True,False,Separated,False,False,False,158,22713,3,False,2897,40,1,165,0,0,False,165.0,5,0.8333333333333334,17,1.0,False,False,True,3.0,True,True,False,False,False,False,False,False,True,False,0,0,5.833333333333332,35,45,19.208333333333332,Low,Early Head Start,1
2524,2524,Ball,Daniel,Jason,,2018-11-27,63325,WASHINGTON,West Tammy,111819,Not selected,White,No,,,False,English,False,False,Single,False,False,False,257,70397,6,False,3397,41,3,234,2,55,False,78.0,6,1.0,21,1.0,False,False,True,5.25,False,False,False,False,False,False,False,False,True,False,0,30,40.0,0,20,23.0,Low,"Early Intervention, Head Start",3
2525,2525,Green,Melissa,,,2019-07-13,65719,LACLEDE,Antonioport,53707,Female,White,No,,,False,English,False,False,Single,False,False,False,191,52273,7,False,4461,37,1,9,0,0,False,9.0,5,0.8333333333333334,21,1.0,False,False,True,5.25,False,False,False,False,False,False,False,False,True,False,0,20,45.83333333333333,0,20,21.458333333333332,Low,Home Visiting,1
2526,2526,Garcia,Ruben,,,2021-03-15,65543,NEWTON,Padillaberg,73154,Male,White,No,,,False,English,False,False,Divorced,False,False,False,73,47019,5,True,2716,38,2,249,0,0,False,124.5,6,1.0,21,1.0,False,False,True,3.875,True,False,False,False,False,False,True,False,True,True,1,0,0.0,35,50,18.75,Low,"Childcare Subsidy, Head Start",2
2527,2527,Galvan,Juan,,,2021-04-16,64868,MERCER,Dawnbury,65496,Male,White,No,,,False,English,False,False,Separated,False,False,False,82,44882,3,False,3970,41,3,258,0,0,False,86.0,2,0.3333333333333333,17,1.0,True,False,True,3.8333333333333335,True,False,False,False,False,False,False,False,True,True,0,0,23.333333333333336,35,45,23.583333333333336,Low,"Early Head Start, Child Care",3
2528,2528,Haas,Maria,Brandon,,2018-10-16,63650,DUNKLIN,Susanborough,35121,Not selected,White,No,,,False,English,False,False,Married,False,False,False,150,22180,3,True,3742,41,2,181,0,0,False,90.5,5,0.8333333333333334,18,1.0,False,False,True,3.5,True,False,False,False,False,False,True,False,True,False,1,0,5.833333333333332,35,25,15.208333333333332,Low,Childcare Subsidy,2
2529,2529,Vaughn,Kendra,Alexander,,2019-08-14,64257,SHELBY,North Joshuaberg,97166,Not selected,White,No,,,False,English,False,False,Divorced,False,False,False,72,28588,5,False,2648,42,1,100,0,0,False,100.0,4,0.6666666666666666,19,1.0,False,False,True,4.5,False,False,False,False,False,False,False,False,True,True,0,0,11.666666666666668,0,45,11.916666666666668,Low,Early Head Start,1
2530,2530,Hunter,Natalie,Ross,,2021-03-25,64259,REYNOLDS,Calebside,90535,Not selected,White,No,,,False,English,False,False,Single,True,True,False,80,27518,3,False,2430,39,1,119,0,0,False,119.0,3,0.5,17,1.0,True,False,True,5.0,False,False,False,False,True,True,False,False,True,True,2,0,17.5,0,55,15.375,Low,Early Head Start,1
2531,2531,Davis,Lisa,,,2019-12-12,63058,MISSISSIPPI,Lake Matthew,67412,Female,Black or African American,No,,,False,English,False,False,Separated,False,False,False,301,99582,3,False,3472,39,3,230,0,0,False,76.66666666666667,4,0.6666666666666666,21,1.0,False,False,True,4.0,False,False,False,False,False,False,False,False,True,False,0,0,51.66666666666667,0,20,16.916666666666668,Low,"Early Intervention, Early Head Start",3
2532,2532,Howard,Steven,Tyler,,2020-04-05,64593,WRIGHT,West Gina,115967,Male,Black or African American,No,,,False,English,False,False,Divorced,False,False,False,326,78860,3,False,2937,37,1,35,0,0,False,35.0,5,0.8333333333333334,22,1.0,False,False,True,4.25,False,False,False,False,False,False,False,False,True,False,0,20,45.83333333333333,0,20,21.458333333333332,Low,First Steps,1
