Child DCN,Child MOSIS ID,RefPersonRelationshipType.Description,RelatedPerson LastName,RelatedPerson FirstName,RelatedPerson MiddleName,RelatedPerson GenerationCode,RelatedPerson BirthDate,RelatedPerson PostalCode,RelatedPerson AddressCountyName,RelatedPerson City,RelatedPerson RefSex.Description,RelatedPerson HispanicLatinoEthnicity,RelatedPerson RefEmploymentStatus.Description,RelatedPerson EmploymentStatusDate,RelatedPerson HighestEducationLevel
0000003093,003093,Foster father,Farmer,Brian,Patrick,,2005-03-07,64968,LEWIS,Juanborough,Male,No,Employed,2022-09-17,Associate's degree
0000003094,003094,Grandmother,Robertson,Denise,Maria,,1983-07-12,63374,LACLEDE,Matthewhaven,Female,No,Employed,2021-12-07,"Some college, no degree"
0000003094,003094,Uncle,Jones,Edwin,Jason,,1995-12-31,63374,LACLEDE,Matthewhaven,Male,No,Employed,2021-07-22,Graduate or professional degree
0000003095,003095,Mother,Miller,Sandra,,,1973-10-06,64720,MONITEAU,Lake Julieberg,Female,Yes,Employed,2021-03-22,High school diploma or equivalent
0000003095,003095,Grandmother,Washington,Ashley,Stacy,,1992-04-08,64720,MONITEAU,Lake Julieberg,Female,Yes,Employed,2024-12-03,"Some college, no degree"
0000003096,003096,Grandmother,Shepard,Crystal,,,1994-04-22,65277,CARTER,New Christopherberg,Female,No,Employed,2022-11-17,High school diploma or equivalent
0000003096,003096,Mother,Russell,Anna,,,1981-09-27,65277,CARTER,New Christopherberg,Female,No,Unemployed,2025-12-15,"Some college, no degree"
0000003097,003097,Mother,White,Jennifer,Jillian,,2003-02-01,64837,CALLAWAY,Ashleyfurt,Female,Yes,Employed,2022-01-24,Bachelor's degree
0000003097,003097,Stepfather,White,Eric,David,,1976-12-20,64837,CALLAWAY,Ashleyfurt,Male,No,Unemployed,2024-07-31,Bachelor's degree
0000003098,003098,Stepfather,Bishop,Edwin,Drew,,2005-05-01,63257,CLINTON,Smithport,Male,Yes,Employed,2021-09-19,Graduate or professional degree
0000003098,003098,Grandmother,Blevins,Angela,Kristi,,2006-10-18,63257,CLINTON,Smithport,Female,Yes,Employed,2026-03-04,No high school diploma
0000003099,003099,Adoptive parent,Douglas,Stephen,Daniel,,1982-01-01,64242,ANDREW,Bobbystad,Male,No,Employed,2023-03-16,Associate's degree
0000003100,003100,Foster mother,Diaz,Denise,,,1971-06-13,63698,DEKALB,Lake Amandamouth,Female,No,Employed,2021-12-26,Graduate or professional degree
0000003101,003101,Foster mother,Barr,Alexis,Cynthia,Jr.,1990-04-22,65013,WORTH,Port Ricardo,Female,No,Employed,2023-05-19,Bachelor's degree
0000003101,003101,Grandfather,Patterson,Shane,,,1986-11-16,65013,WORTH,Port Ricardo,Male,Yes,Unemployed,2023-02-14,High school diploma or equivalent
0000003102,003102,Court appointed guardian,Bishop,James,,,2000-12-14,63779,CARTER,West Morganshire,Male,No,Employed,2023-09-18,"Some college, no degree"
0000003102,003102,Stepfather,Payne,Michael,James,,1978-01-17,63779,CARTER,West Morganshire,Male,Yes,Unemployed,2026-03-14,"Some college, no degree"
0000003103,003103,Foster Parent,Manning,Andrew,Douglas,,1985-08-26,64470,OREGON,Jenkinsborough,Male,No,Not in Labor Force,2025-05-27,High school diploma or equivalent
0000003103,003103,Father,Hill,Connor,Stephen,,2004-05-09,64470,OREGON,Jenkinsborough,Male,No,Employed,2024-07-03,Associate's degree
0000003104,003104,Grandmother,Warren,April,,,2006-03-05,65687,COLE,Munozhaven,Female,Yes,Employed,2025-04-09,Bachelor's degree
0000003104,003104,Adoptive parent,Rodriguez,Austin,Eric,,1989-10-13,65687,COLE,Munozhaven,Male,Yes,Employed,2025-08-14,No high school diploma
0000003105,003105,Father,Perkins,Anthony,,,1994-01-30,65746,CASS,Faulknerburgh,Male,No,Unemployed,2022-01-08,High school diploma or equivalent
0000003106,003106,Foster Parent,Howell,Michael,Darryl,,1980-05-02,64124,RALLS,Lopezchester,Male,No,Employed,2023-02-26,Associate's degree
0000003106,003106,Aunt,Hall,Kimberly,,,1981-10-16,64124,RALLS,Lopezchester,Female,Yes,Employed,2024-08-27,Bachelor's degree
0000003107,003107,Grandfather,Ingram,James,Christopher,,1989-07-08,63863,CHARITON,Fryshire,Male,No,Unemployed,2023-10-17,"Some college, no degree"
0000003107,003107,Uncle,Baker,Christopher,Charles,,1977-09-29,63863,CHARITON,Fryshire,Male,No,Part-time,2023-04-05,No high school diploma
0000003108,003108,Mother,Bennett,Laura,Sarah,,1997-08-30,64615,WRIGHT,New Robin,Female,No,Employed,2026-01-29,Associate's degree
0000003108,003108,Uncle,Henry,Michael,Michael,,2006-04-11,64615,WRIGHT,New Robin,Male,Yes,Unemployed,2022-06-14,High school diploma or equivalent
0000003109,003109,Mother,Lewis,Brooke,Sharon,,1992-09-05,65305,LIVINGSTON,Grimesfurt,Female,No,Not in Labor Force,2024-10-12,Graduate or professional degree
0000003109,003109,Father,Lewis,Larry,Matthew,,1979-08-04,65305,LIVINGSTON,Grimesfurt,Male,Yes,Part-time,2021-11-23,No high school diploma
0000003110,003110,Adoptive parent,Jones,Travis,Timothy,,1985-07-08,63816,MACON,Sabrinachester,Male,No,Unemployed,2024-04-11,Associate's degree
0000003111,003111,Uncle,Smith,Dylan,,,1985-04-05,65027,SULLIVAN,Paulabury,Male,No,Employed,2025-04-09,Associate's degree
0000003111,003111,Foster mother,West,Brittany,,,2005-04-11,65027,SULLIVAN,Paulabury,Female,No,Employed,2021-05-04,High school diploma or equivalent
0000003112,003112,Uncle,Park,Jacob,,,1993-09-04,65170,CEDAR,East Vickiefurt,Male,No,Unemployed,2024-07-15,High school diploma or equivalent
0000003112,003112,Father,Lopez,Christopher,Bradley,,2002-09-26,65170,CEDAR,East Vickiefurt,Male,Yes,Employed,2023-05-09,"Some college, no degree"
0000003113,003113,Grandmother,Levy,Lauren,Christina,,1994-02-04,64879,PETTIS,Spearsberg,Female,Yes,Employed,2023-10-26,High school diploma or equivalent
0000003113,003113,Court appointed guardian,Moore,Paul,,,1983-02-01,64879,PETTIS,Spearsberg,Male,No,Employed,2025-11-10,Associate's degree
0000003114,003114,Court appointed guardian,Hancock,Cody,,,1976-08-20,64008,CARROLL,Joycebury,Male,Yes,Employed,2024-03-15,Graduate or professional degree
0000003115,003115,Grandfather,Evans,Devin,Jeffrey,Sr.,1981-06-30,63966,MADISON,West David,Male,Yes,Employed,2022-09-10,"Some college, no degree"
0000003115,003115,Foster father,Roberts,Derek,,,1996-07-15,63966,MADISON,West David,Male,Yes,Unemployed,2023-04-15,Associate's degree
0000003116,003116,Foster mother,Pitts,Jaime,Jenny,,1972-04-15,65226,TANEY,Lake Megan,Female,No,Employed,2023-03-23,"Some college, no degree"
0000003116,003116,Uncle,Johnson,David,Shawn,,1976-04-17,65226,TANEY,Lake Megan,Male,Yes,Unemployed,2023-07-09,High school diploma or equivalent
0000003117,003117,Uncle,Norris,James,James,,2006-10-02,65779,MERCER,Marissafurt,Male,Yes,Employed,2022-12-28,No high school diploma
0000003117,003117,Court appointed guardian,Robinson,Nathan,Benjamin,,1996-12-04,65779,MERCER,Marissafurt,Male,No,Unemployed,2024-12-27,No high school diploma
0000003118,003118,Aunt,Campbell,Christine,,,1984-07-03,65490,WARREN,Reginamouth,Female,Yes,Employed,2025-03-04,No high school diploma
0000003119,003119,Father,Stone,Larry,,,1978-09-23,65780,BENTON,West Marie,Male,Yes,Part-time,2023-07-27,Associate's degree
0000003119,003119,Adoptive parent,French,John,,,1981-10-20,65780,BENTON,West Marie,Male,No,Employed,2024-12-06,High school diploma or equivalent
0000003120,003120,Grandmother,Hicks,Stephanie,Caroline,,1999-12-12,64439,MONROE,New Sherryside,Female,Yes,Employed,2021-07-25,"Some college, no degree"
0000003120,003120,Grandfather,Bowman,Ryan,Michael,,1999-06-25,64439,MONROE,New Sherryside,Male,No,Employed,2026-01-17,"Some college, no degree"
0000003121,003121,Grandfather,Wagner,Brian,Paul,,1986-06-03,65874,WRIGHT,Lake Vanessastad,Male,Yes,Employed,2021-09-24,High school diploma or equivalent
0000003121,003121,Grandmother,Salazar,Diana,Michelle,,2002-02-05,65874,WRIGHT,Lake Vanessastad,Female,No,Employed,2023-07-07,Associate's degree
0000003122,003122,Foster mother,Burke,Lisa,,,1981-02-04,63961,GENTRY,Johntown,Female,No,Unemployed,2026-02-27,High school diploma or equivalent
0000003122,003122,Foster father,Jones,Ryan,,,1982-01-18,63961,GENTRY,Johntown,Male,Yes,Employed,2025-06-23,High school diploma or equivalent
0000003123,003123,Stepmother,Garcia,Jennifer,Kristen,,1976-12-13,63867,RAY,Armstrongfort,Female,Yes,Unemployed,2023-06-30,Bachelor's degree
0000003124,003124,Foster father,Smith,James,Brandon,,2004-11-24,63937,JACKSON,Melissatown,Male,Yes,Employed,2024-01-01,"Some college, no degree"
0000003124,003124,Grandmother,Thomas,Kaitlyn,Victoria,,2000-04-09,63937,JACKSON,Melissatown,Female,Yes,Employed,2025-11-21,High school diploma or equivalent
0000003125,003125,Court appointed guardian,Jones,Jonathan,Derek,,1984-08-02,64668,DOUGLAS,West Jeremiah,Male,Yes,Employed,2022-01-01,Bachelor's degree
0000003125,003125,Adoptive parent,Hughes,Joe,Tom,,2005-01-06,64668,DOUGLAS,West Jeremiah,Male,No,Part-time,2024-04-13,Bachelor's degree
0000003126,003126,Grandmother,Sherman,Lori,,,2000-01-11,64390,DENT,Melissaville,Female,No,Employed,2023-11-19,"Some college, no degree"
0000003126,003126,Foster mother,Spears,Jennifer,Emily,,1971-03-07,64390,DENT,Melissaville,Female,Yes,Employed,2022-07-09,High school diploma or equivalent
0000003127,003127,Mother,Simpson,Heather,Betty,,1971-03-17,64026,NEWTON,North Tyler,Female,No,Unemployed,2023-08-16,Associate's degree
0000003127,003127,Uncle,Potter,Jason,,,1987-11-11,64026,NEWTON,North Tyler,Male,Yes,Part-time,2023-08-16,High school diploma or equivalent
0000003128,003128,Father,Todd,Brian,Tracy,,1984-06-20,65109,AUDRAIN,North Dwayne,Male,Yes,Unemployed,2021-11-24,"Some college, no degree"
0000003129,003129,Father,Harper,Alan,Patrick,,1995-06-02,65800,SALINE,New Jamesfort,Male,Yes,Employed,2022-03-03,Bachelor's degree
0000003130,003130,Court appointed guardian,Gay,Calvin,,,1985-05-29,65879,LAFAYETTE,Port Kelly,Male,No,Not in Labor Force,2025-01-17,Graduate or professional degree
0000003131,003131,Stepfather,Pierce,Michael,Benjamin,,2001-01-29,65038,STODDARD,Port Josephchester,Male,No,Employed,2023-11-27,No high school diploma
0000003131,003131,Foster father,Taylor,Gary,James,,1977-11-14,65038,STODDARD,Port Josephchester,Male,No,Unemployed,2022-09-05,Associate's degree
0000003132,003132,Aunt,Jones,Courtney,Marie,,1992-07-25,63016,CARTER,West Valerie,Female,Yes,Employed,2021-04-19,"Some college, no degree"
0000003132,003132,Father,Cline,Ian,,,2000-08-06,63016,CARTER,West Valerie,Male,No,Employed,2025-04-08,High school diploma or equivalent
0000003133,003133,Father,Ruiz,Daniel,,,1991-02-27,64380,SCOTT,Charlesland,Male,Yes,Employed,2025-05-26,"Some college, no degree"
0000003134,003134,Stepmother,Watts,Tanya,Brenda,,2001-04-02,64389,PLATTE,Christopherbury,Female,Yes,Employed,2021-06-11,"Some college, no degree"
0000003134,003134,Adoptive parent,Carey,Samuel,Anthony,,2000-03-09,64389,PLATTE,Christopherbury,Male,No,Employed,2024-12-09,Associate's degree
0000003135,003135,Court appointed guardian,Day,Travis,Nicholas,,1999-03-30,63004,FRANKLIN,Michaelborough,Male,Yes,Employed,2021-04-08,No high school diploma
0000003136,003136,Court appointed guardian,Stewart,Justin,Andrew,,1976-02-24,63571,RANDOLPH,Williamstad,Male,No,Unemployed,2022-07-05,Bachelor's degree
0000003137,003137,Grandmother,Gordon,Lauren,Tina,,1983-01-03,63368,MERCER,Paulamouth,Female,Yes,Employed,2023-11-02,"Some college, no degree"
0000003138,003138,Grandfather,Martin,Jorge,,,2006-03-10,65727,SCHUYLER,New Elizabeth,Male,Yes,Employed,2025-05-04,Associate's degree
0000003138,003138,Foster mother,Jenkins,Amy,Ashley,,1998-09-01,65727,SCHUYLER,New Elizabeth,Female,No,Part-time,2023-03-21,"Some college, no degree"
0000003139,003139,Court appointed guardian,Meyers,Matthew,Andrew,,1993-05-11,63289,VERNON,Smithport,Male,No,Not in Labor Force,2025-11-28,Graduate or professional degree
0000003139,003139,Stepfather,Vasquez,Christopher,,,2003-08-06,63289,VERNON,Smithport,Male,Yes,Unemployed,2021-09-03,High school diploma or equivalent
0000003140,003140,Foster Parent,Barr,Lucas,Larry,,2003-12-22,63311,BARTON,Luisport,Male,Yes,Unemployed,2025-07-04,High school diploma or equivalent
0000003140,003140,Stepfather,Smith,Kevin,Samuel,,2001-08-14,63311,BARTON,Luisport,Male,Yes,Employed,2023-08-14,Bachelor's degree
0000003141,003141,Grandfather,Conway,Brian,Preston,,1984-02-09,64726,JEFFERSON,East Christopher,Male,Yes,Unemployed,2022-06-30,Graduate or professional degree
0000003141,003141,Stepfather,Juarez,Paul,Michael,,2006-12-04,64726,JEFFERSON,East Christopher,Male,No,Unemployed,2025-03-22,No high school diploma
0000003142,003142,Foster Parent,Allen,Patrick,Benjamin,,1978-08-01,64308,PETTIS,Port Shelby,Male,No,Employed,2025-12-12,High school diploma or equivalent
0000003142,003142,Aunt,Ayala,Jasmine,Margaret,,1981-01-12,64308,PETTIS,Port Shelby,Female,Yes,Employed,2022-03-10,Graduate or professional degree
0000003143,003143,Adoptive parent,Williams,John,Douglas,,1981-05-24,65715,BARTON,Cohenview,Male,No,Employed,2021-11-29,"Some college, no degree"
0000003143,003143,Stepmother,Watson,Terri,,,1987-11-26,65715,BARTON,Cohenview,Female,Yes,Part-time,2024-12-10,High school diploma or equivalent
0000003144,003144,Father,Smith,Derrick,Glenn,,1985-03-30,65500,PUTNAM,Fergusontown,Male,Yes,Employed,2024-11-12,"Some college, no degree"
0000003144,003144,Uncle,Murphy,Sean,Brian,,1983-07-06,65500,PUTNAM,Fergusontown,Male,Yes,Employed,2024-01-07,"Some college, no degree"
0000003145,003145,Mother,Morgan,Angela,Jennifer,,1970-05-02,65360,DUNKLIN,Campbellchester,Female,Yes,Employed,2026-02-08,Associate's degree
0000003145,003145,Grandmother,Gonzales,Elizabeth,Amy,,1988-12-15,65360,DUNKLIN,Campbellchester,Female,Yes,Employed,2023-05-06,"Some college, no degree"
0000003146,003146,Adoptive parent,Mejia,Alexander,,,2007-02-21,64745,OREGON,West Jennifer,Male,Yes,Employed,2023-07-24,High school diploma or equivalent
0000003147,003147,Stepmother,Duke,Kimberly,,,1995-11-24,63743,RANDOLPH,Josephtown,Female,No,Employed,2024-04-26,High school diploma or equivalent
0000003147,003147,Mother,Duke,Sarah,,,2003-02-10,63743,RANDOLPH,Josephtown,Female,Yes,Employed,2022-08-17,Associate's degree
0000003148,003148,Foster father,Perez,Mark,,,1987-05-27,63373,MCDONALD,Freemanhaven,Male,No,Part-time,2025-10-23,"Some college, no degree"
0000003149,003149,Grandmother,Hernandez,Michelle,,,1992-12-14,64029,NEW MADRID,North Tiffany,Female,Yes,Part-time,2024-11-09,"Some college, no degree"
0000003149,003149,Grandfather,Orr,Michael,Tony,,1977-11-23,64029,NEW MADRID,North Tiffany,Male,No,Employed,2021-10-06,"Some college, no degree"
0000003150,003150,Grandfather,Weber,Kevin,Lucas,,2003-03-17,63571,MARION,Michelleland,Male,No,Not in Labor Force,2022-09-23,"Some college, no degree"
0000003151,003151,Grandmother,Pope,Sara,,,2000-10-22,65404,LACLEDE,Garciamouth,Female,Yes,Employed,2021-09-25,Bachelor's degree
0000003151,003151,Grandfather,Myers,Edgar,Jacob,,1991-05-01,65404,LACLEDE,Garciamouth,Male,Yes,Unemployed,2025-10-04,High school diploma or equivalent
0000003152,003152,Foster father,Pratt,Joshua,Derek,,1986-04-23,63630,ST. LOUIS,Allenville,Male,Yes,Employed,2022-09-07,Graduate or professional degree
0000003152,003152,Father,Cooper,Eric,Darrell,,1991-05-23,63630,ST. LOUIS,Allenville,Male,Yes,Employed,2024-07-18,Bachelor's degree
0000003153,003153,Grandmother,Bryan,Sonya,Denise,,1984-05-31,65570,JEFFERSON,East Andrew,Female,Yes,Part-time,2025-08-29,High school diploma or equivalent
0000003153,003153,Court appointed guardian,Doyle,Hector,Gregory,,2002-12-05,65570,JEFFERSON,East Andrew,Male,Yes,Employed,2025-03-13,No high school diploma
0000003154,003154,Aunt,Tran,Jordan,,,1972-09-12,63892,JACKSON,Michaelview,Female,Yes,Unemployed,2024-05-15,"Some college, no degree"
0000003154,003154,Foster mother,Lane,Michelle,,,1992-11-03,63892,JACKSON,Michaelview,Female,No,Part-time,2023-07-20,High school diploma or equivalent
0000003155,003155,Father,Brown,Carlos,Bobby,,2005-07-16,63358,ST. LOUIS,Lake Paula,Male,Yes,Employed,2021-08-16,Bachelor's degree
0000003155,003155,Grandmother,Clarke,Mariah,Beth,,1978-10-27,63358,ST. LOUIS,Lake Paula,Female,Yes,Part-time,2022-01-04,Bachelor's degree
0000003156,003156,Foster Parent,Lewis,John,Victor,,2004-03-21,65132,BOLLINGER,Port Christinamouth,Male,No,Employed,2023-03-06,"Some college, no degree"
0000003157,003157,Foster mother,Osborne,Lynn,Lisa,,1989-03-08,63549,RIPLEY,Cuevasberg,Female,No,Employed,2026-01-24,"Some college, no degree"
0000003157,003157,Uncle,Mills,Rodney,Jerry,,1996-01-15,63549,RIPLEY,Cuevasberg,Male,No,Part-time,2023-02-14,High school diploma or equivalent
0000003158,003158,Grandmother,Galloway,Lauren,Jennifer,,1989-03-10,63460,BUCHANAN,Livingstonstad,Female,No,Unemployed,2023-11-15,Associate's degree
0000003158,003158,Stepmother,Blake,Sarah,Megan,,1988-07-15,63460,BUCHANAN,Livingstonstad,Female,Yes,Not in Labor Force,2026-01-22,Bachelor's degree
0000003159,003159,Stepmother,Jones,Deborah,,Jr.,1992-04-13,63778,DOUGLAS,Allenstad,Female,No,Employed,2021-09-28,High school diploma or equivalent
0000003159,003159,Uncle,Williamson,Mark,Taylor,,1999-07-21,63778,DOUGLAS,Allenstad,Male,No,Employed,2025-05-25,Bachelor's degree
0000003160,003160,Uncle,Stewart,Brian,Robert,,2006-05-01,64065,RIPLEY,Blackton,Male,Yes,Employed,2025-04-25,No high school diploma
0000003161,003161,Foster mother,Ramirez,Diane,,,1985-11-17,65544,MISSISSIPPI,South Randychester,Female,No,Employed,2021-12-19,"Some college, no degree"
0000003161,003161,Foster father,Garcia,Andrew,,,1984-10-03,65544,MISSISSIPPI,South Randychester,Male,Yes,Employed,2025-02-22,High school diploma or equivalent
0000003162,003162,Foster father,Mendez,Clayton,,,1993-10-16,65095,PIKE,Lake Cynthiaview,Male,Yes,Employed,2023-04-21,High school diploma or equivalent
0000003162,003162,Aunt,Gibson,Karen,Patricia,,2007-11-01,65095,PIKE,Lake Cynthiaview,Female,Yes,Employed,2024-09-08,Graduate or professional degree
0000003163,003163,Father,Smith,Ross,,,1979-04-14,64956,PIKE,New Bradley,Male,No,Employed,2022-01-29,"Some college, no degree"
0000003164,003164,Aunt,Gray,Rita,,,1978-02-09,64552,ST. CLAIR,East Michaeltown,Female,Yes,Employed,2023-09-01,"Some college, no degree"
0000003165,003165,Father,Barker,Austin,,,1985-11-26,65384,MARION,Shermanshire,Male,Yes,Not in Labor Force,2023-10-15,"Some college, no degree"
0000003166,003166,Foster Parent,Porter,Eric,Jason,,1972-11-30,64923,MARIES,South Bobby,Male,No,Employed,2021-11-01,High school diploma or equivalent
0000003166,003166,Mother,Rodriguez,Amber,Jessica,,1991-05-07,64923,MARIES,South Bobby,Female,No,Employed,2024-04-12,"Some college, no degree"
0000003167,003167,Foster Parent,Esparza,Christopher,Jimmy,,2006-11-18,64351,HENRY,Baileyfort,Male,Yes,Employed,2024-02-17,Associate's degree
0000003167,003167,Uncle,Harrison,Mark,Nathaniel,,2006-12-14,64351,HENRY,Baileyfort,Male,Yes,Employed,2021-07-27,"Some college, no degree"
0000003168,003168,Stepfather,Nelson,Luke,Travis,,1978-03-29,64736,HARRISON,North Luis,Male,Yes,Employed,2024-08-01,"Some college, no degree"
0000003169,003169,Court appointed guardian,Jennings,Kevin,Randy,,1981-04-30,63131,CLARK,Sarabury,Male,No,Part-time,2025-08-06,"Some college, no degree"
0000003169,003169,Grandmother,Freeman,Janet,Jasmine,,1974-04-17,63131,CLARK,Sarabury,Female,No,Employed,2021-06-01,Associate's degree
0000003170,003170,Adoptive parent,Long,Jeffrey,Michael,,2004-12-02,64023,PERRY,Baileystad,Male,No,Employed,2023-12-13,High school diploma or equivalent
0000003171,003171,Court appointed guardian,Green,Tanner,Anthony,,1984-06-08,65497,GENTRY,Raymondfurt,Male,Yes,Employed,2024-09-05,Bachelor's degree
0000003171,003171,Father,Campbell,Jordan,James,,2002-12-27,65497,GENTRY,Raymondfurt,Male,Yes,Employed,2022-11-19,High school diploma or equivalent
0000003172,003172,Stepfather,Watson,Clarence,Christian,,1974-12-29,63359,POLK,South Christinaton,Male,No,Unemployed,2024-11-25,High school diploma or equivalent
0000003172,003172,Court appointed guardian,Mcintosh,Anthony,Randy,,1983-05-16,63359,POLK,South Christinaton,Male,No,Unemployed,2024-08-07,Associate's degree
